match_id	home_total_shots	home_shots_saved	home_corners	home_free_kicks	home_offsides	home_fouls	away_total_shots	away_shots_saved	away_corners	away_free_kicks	away_offsides	away_fouls	home_cards	away_cards
2872342	11	0	3	21	11	2	0	7	3	13	14	7	0	2
2872339	7	1	5	10	9	3	4	3	6	12	7	3	2	3
2872346	3	5	5	5	12	4	10	3	3	16	5	1	3	0
2872340	9	4	6	11	14	4	4	6	1	18	11	0	2	1
2872345	10	4	5	9	8	3	6	6	10	11	8	1	0	0
2872347	3	1	5	13	7	1	2	3	4	8	11	2	3	3
2872348	5	4	0	9	13	0	5	4	3	13	9	0	2	1
2872350	9	3	18	10	5	4	4	6	0	9	8	2	0	1
2872349	6	4	4	12	12	6	4	4	5	18	9	3	0	0
2872352	6	3	3	14	17	10	3	4	2	27	14	1	1	1
2872354	4	2	6	12	9	5	3	3	3	14	7	5	3	1
2872351	5	1	2	16	8	2	2	4	9	10	15	1	2	3
2872353	2	4	3	11	5	1	4	1	9	6	10	1	0	2
2872356	4	3	4	11	4	0	4	2	3	4	8	3	0	3
2872357	3	2	5	13	13	2	3	2	3	15	13	0	1	3
2872355	1	4	1	10	7	3	7	1	4	10	8	2	0	0
2872358	5	2	8	14	6	4	5	5	5	10	13	1	1	0
2872359	3	1	5	10	7	3	2	1	5	10	10	0	0	2
2872361	3	1	7	13	15	2	2	2	4	17	12	1	1	2
2872362	3	1	7	15	6	0	2	2	2	6	12	3	3	1
2872363	4	3	2	13	15	5	3	4	6	20	13	0	4	3
2872368	3	6	3	6	9	1	7	2	13	10	6	0	4	1
2872364	7	3	6	21	9	1	3	5	3	10	12	9	2	2
2872360	10	1	9	9	10	0	1	7	1	10	9	0	1	3
2872365	7	2	8	28	14	2	3	5	1	16	22	6	2	3
2872367	6	0	4	11	10	3	1	3	1	13	8	3	3	1
2872372	6	0	5	19	5	4	0	4	2	9	19	0	2	4
2872370	4	0	3	8	7	5	1	3	3	12	8	0	1	0
2872366	7	1	4	10	8	1	2	2	6	9	7	3	2	0
2872383	6	1	10	15	12	2	1	7	2	14	9	6	2	1
2872374	3	2	5	14	11	1	5	1	7	12	12	2	2	1
2872376	5	4	8	15	13	2	5	1	7	15	14	1	1	1
2872373	8	2	6	8	11	1	3	4	2	12	7	1	2	3
2872369	4	7	5	9	8	4	8	3	6	12	6	3	1	1
2872381	1	5	7	12	7	2	6	0	4	9	9	3	0	0
2872371	3	5	3	11	13	2	6	1	7	15	9	2	3	1
2872382	4	0	5	4	12	2	0	3	2	14	4	1	2	1
2872378	12	1	8	13	10	1	2	7	2	11	11	2	2	3
2872377	5	1	2	16	12	2	2	1	6	14	11	5	0	3
2872384	4	4	8	8	11	4	4	2	7	15	7	1	1	1
2872390	8	1	13	17	8	0	2	7	1	8	15	2	1	3
2872379	3	3	0	16	12	2	3	2	10	14	14	2	0	2
2872380	4	2	3	9	4	5	4	4	1	9	9	0	1	2
2872375	8	1	8	12	10	1	1	5	7	11	9	3	0	2
2872385	5	1	8	15	13	0	3	3	1	13	11	4	1	4
2872388	3	5	7	11	8	1	6	2	5	9	11	1	1	0
2872387	6	2	3	4	14	4	3	2	5	18	4	0	1	0
2872391	12	3	8	9	8	1	4	8	2	9	7	2	0	2
2872394	2	6	6	14	10	6	8	1	3	16	10	4	1	1
2872389	3	3	3	7	11	0	4	3	13	11	6	1	0	1
2872393	5	2	6	10	13	0	2	4	5	13	9	1	3	1
2872392	4	6	3	18	13	1	7	2	4	14	12	6	2	2
2872401	7	2	15	11	7	2	2	7	4	9	11	0	0	1
2872386	4	2	6	11	11	0	5	4	1	11	10	1	1	1
2872396	8	3	10	13	10	4	4	6	4	14	12	1	1	3
2872403	7	2	8	10	6	4	2	5	1	10	8	2	1	1
2872402	9	3	4	18	7	0	4	5	5	7	13	5	0	3
2872398	4	2	13	9	10	2	3	3	1	12	8	1	2	1
2872404	4	2	4	13	10	3	2	2	6	13	12	1	2	0
2872399	3	2	8	11	7	4	2	1	3	11	10	1	0	0
2872400	3	1	5	9	8	2	0	1	2	10	8	1	2	1
2872395	6	6	6	13	14	6	7	4	11	20	13	1	3	3
2872397	4	4	3	9	11	2	7	3	7	13	7	2	1	3
2872409	3	0	12	10	11	2	0	3	0	13	7	3	2	5
2872408	5	4	10	14	10	2	4	3	3	12	13	1	0	3
2872411	4	2	2	11	9	1	2	1	6	10	10	1	0	2
2872410	2	2	1	16	12	3	3	0	13	15	16	0	2	1
2872414	4	1	5	11	14	1	4	4	1	15	8	3	2	2
2872407	11	2	11	11	8	2	2	8	3	10	9	2	1	2
2872413	1	2	7	9	7	1	6	0	6	8	7	2	1	3
2872406	7	3	4	12	11	5	3	4	9	16	9	3	2	1
2872405	4	4	4	11	9	0	8	3	5	9	8	3	1	1
2872415	5	4	3	9	9	1	5	3	2	10	8	1	1	2
2872412	1	4	3	12	6	2	6	1	10	8	7	5	1	0
2872419	10	1	6	5	5	6	1	5	0	11	2	3	1	0
2872421	4	6	1	16	13	0	9	3	9	13	12	4	3	1
2872417	2	3	4	15	10	1	5	2	7	11	13	2	3	2
2872416	2	4	3	12	10	3	6	1	2	13	11	1	1	0
2872423	7	5	6	10	10	4	5	6	4	14	9	1	2	3
2872420	7	2	4	9	5	1	3	4	3	6	7	2	0	1
2872418	10	4	6	12	8	6	5	7	6	14	11	1	2	4
2872422	3	8	7	13	7	2	9	3	6	9	13	0	2	1
2872424	2	7	1	14	10	1	7	2	6	11	12	2	1	1
2872426	2	2	6	13	11	6	4	2	1	17	12	1	2	5
2872428	3	4	4	8	6	1	6	2	6	7	7	1	2	2
2872430	5	2	3	13	5	5	2	3	3	10	12	1	0	0
2872431	3	0	3	11	9	3	0	2	3	12	11	1	1	4
2872433	6	3	7	10	16	3	5	4	4	19	6	4	4	0
2872429	2	1	2	11	9	3	4	1	11	12	8	3	0	0
2872432	6	0	5	16	10	1	0	3	9	11	16	0	0	3
2872427	5	2	5	15	5	4	5	4	5	9	12	3	0	1
2872425	12	2	6	14	10	3	2	9	5	13	11	3	1	2
2872434	3	2	1	10	11	2	4	2	6	13	8	2	1	3
2872439	1	3	3	8	12	4	3	1	2	16	7	1	0	0
2872437	5	3	5	11	16	3	4	4	3	19	8	3	3	0
2872435	6	5	11	10	8	3	7	4	3	11	9	1	2	2
2872440	1	2	7	17	9	3	4	1	5	12	14	3	1	3
2872444	3	0	5	6	13	6	1	2	1	19	5	1	3	2
2872442	3	2	6	10	19	2	4	2	3	21	7	3	4	3
2872438	7	1	10	13	7	2	2	6	6	9	11	2	0	1
2872436	7	7	8	10	10	1	9	4	6	11	8	2	4	3
2872441	6	1	8	12	17	0	4	4	4	17	10	2	6	3
2872443	5	1	11	14	19	3	3	4	1	22	11	3	2	2
2872447	1	2	9	10	9	2	2	0	6	11	9	1	2	2
2872451	7	2	4	14	13	1	5	5	7	14	12	2	5	3
2872446	8	1	5	18	12	3	3	5	6	15	17	1	3	2
2872445	3	5	4	13	11	0	6	1	8	11	12	1	2	1
2872454	7	7	10	23	14	5	8	6	1	19	20	3	2	3
2872450	4	2	2	11	11	1	3	2	5	12	9	2	1	0
2872453	3	3	5	12	10	5	6	2	7	15	11	1	3	4
2872449	5	3	4	14	7	4	4	5	4	11	13	1	1	1
2872452	6	1	6	10	11	1	3	3	3	12	10	0	1	1
2872448	7	1	7	13	7	4	1	4	5	11	9	4	1	1
2872457	5	6	3	3	6	0	8	4	4	6	3	0	1	0
2872455	2	3	8	10	8	1	5	2	5	9	7	3	3	1
2872460	3	3	11	13	10	3	3	3	3	13	11	2	0	0
2872464	6	1	7	8	12	1	3	4	4	13	6	2	0	1
2872461	11	1	5	8	6	4	1	6	1	10	7	1	0	1
2872462	3	6	3	5	15	2	7	2	8	17	5	0	2	1
2872456	8	2	8	10	10	1	4	4	6	11	9	1	3	2
2872459	1	2	4	12	13	4	2	0	6	17	11	1	2	1
2872463	4	1	4	13	17	0	1	4	3	17	12	1	3	5
2872468	2	1	9	16	6	2	1	2	2	8	14	2	1	2
2872467	2	3	4	11	10	1	5	2	3	11	8	3	1	0
2872458	6	0	9	12	8	2	1	6	0	10	12	0	0	1
2872465	4	3	3	18	7	4	3	4	4	11	15	3	0	2
2872466	8	0	8	9	12	1	0	3	2	13	9	0	1	3
2872474	1	4	0	11	5	4	8	1	7	9	10	1	0	1
2872470	2	1	5	15	7	0	2	2	1	7	13	2	1	3
2872472	4	2	1	12	15	1	3	4	2	16	9	3	1	1
2872471	6	6	5	12	12	1	7	4	8	13	10	2	5	1
2872473	3	5	4	13	10	3	5	1	0	13	10	3	1	0
2872469	2	2	9	8	12	2	3	1	0	14	7	1	0	1
2872477	4	3	5	6	5	1	3	3	6	6	4	2	2	0
2872475	6	3	11	11	11	4	3	5	6	15	10	1	1	4
2872480	2	1	8	10	7	2	3	2	3	9	8	2	1	2
2872482	2	0	1	13	19	2	2	1	7	21	11	2	5	2
2872481	2	3	10	5	9	1	3	2	1	10	4	1	0	3
2872484	1	6	5	12	13	2	6	1	9	15	12	0	4	1
2872483	7	1	2	12	10	5	1	4	5	15	9	3	2	1
2872479	3	4	3	16	13	2	5	2	4	15	12	4	2	5
2872478	4	5	3	9	12	2	5	3	1	14	9	0	3	2
2872476	8	2	4	7	6	0	2	3	5	6	7	0	0	1
2872485	4	3	7	9	15	3	5	3	8	18	8	1	0	0
2872487	4	3	7	11	10	0	4	4	4	10	9	2	1	0
2872486	6	0	4	14	11	1	0	4	2	12	13	1	2	3
2872488	11	1	7	7	2	1	1	6	3	3	6	1	0	0
2872489	1	4	6	11	6	5	4	0	5	11	10	1	4	0
2872491	2	2	1	12	7	4	2	2	12	11	10	2	3	2
2872490	6	2	4	12	11	0	2	3	2	11	10	2	0	1
2872493	6	5	4	14	7	2	9	2	4	9	11	3	1	2
2872494	4	6	6	13	10	4	7	1	6	14	12	1	0	1
2872492	9	2	6	14	10	1	4	8	0	11	9	5	1	2
3420820	5	5	7	10	14	4	9	2	3	14	11	0	2	1
3420822	22	0	9	5	9	2	6	3	0	9	6	5	1	0
3420825	15	0	8	7	13	2	15	3	7	11	7	4	2	2
3420823	9	3	5	6	15	0	15	5	3	14	7	1	1	0
3420824	7	4	2	9	12	4	13	1	5	11	9	3	1	1
3420841	17	2	11	10	9	1	6	2	1	8	11	1	1	2
3420829	28	4	16	8	10	3	11	7	2	10	9	1	0	2
3420828	12	6	3	13	15	3	13	0	4	14	13	2	1	2
3420827	9	2	12	7	13	4	11	1	5	13	7	0	2	1
3420826	13	2	4	11	8	0	10	2	3	8	13	3	1	0
3420842	10	3	5	17	13	3	14	3	3	12	17	0	1	2
3420838	7	2	7	12	11	5	14	1	5	11	13	2	0	1
3420846	14	1	3	17	17	2	9	5	2	14	18	6	4	3
3420844	17	2	9	9	13	1	14	3	3	12	9	2	2	1
3420845	6	4	7	15	16	1	13	0	1	15	15	2	3	2
3420839	18	1	10	13	12	1	4	1	4	12	13	0	3	3
3420840	5	3	1	6	10	1	18	3	11	8	6	1	2	0
3420843	14	3	15	12	11	0	16	3	4	11	13	1	1	2
3421694	18	1	7	16	18	1	7	3	1	17	16	4	4	2
3420847	10	6	4	7	7	2	14	0	6	7	8	3	0	3
3421695	10	0	8	10	8	2	5	2	2	7	10	1	1	0
3421696	8	3	7	14	16	1	10	0	6	14	15	0	3	1
3421699	14	7	5	4	18	2	17	4	7	15	4	1	2	1
3421700	23	0	10	8	15	0	6	11	4	14	9	1	1	4
3421701	9	7	3	15	8	1	22	0	9	7	16	0	1	3
3421698	16	2	3	8	13	2	7	3	3	12	8	3	1	3
3460087	16	2	5	14	18	0	12	2	3	18	14	3	6	3
3421702	15	3	1	11	7	3	11	4	3	7	11	2	0	1
3421697	21	2	7	7	11	0	4	5	3	11	7	5	2	2
3421705	17	0	8	11	17	1	4	2	5	16	13	0	2	0
3421706	11	1	3	13	13	0	11	2	10	12	14	2	0	1
3421707	12	1	7	12	11	2	23	6	10	11	12	3	2	1
3421710	10	2	3	17	13	4	7	2	4	13	17	5	2	3
3421708	4	3	6	8	11	4	14	0	4	11	8	2	2	2
3421711	13	3	5	10	19	1	5	6	1	17	10	1	2	1
3421703	6	1	2	8	3	0	6	3	4	3	9	3	0	1
3421709	5	2	2	10	14	1	22	1	4	13	10	0	4	1
3421712	14	2	6	6	15	0	10	4	2	15	8	0	1	1
3421704	18	6	2	10	7	2	14	4	7	7	10	1	2	1
3421715	11	6	2	8	15	2	22	3	5	13	9	3	5	2
3421714	1	2	2	12	13	1	20	0	5	12	12	2	3	4
3421713	11	3	6	8	11	3	13	2	2	10	9	1	1	1
3421718	13	3	6	10	15	0	11	4	6	15	10	2	4	1
3421720	10	5	2	9	5	4	15	5	5	4	9	0	0	2
3421719	7	8	0	12	9	0	28	4	7	9	12	2	1	1
3421721	11	2	3	12	13	1	13	3	7	13	12	3	0	5
3421717	11	3	2	18	18	2	10	5	7	17	18	3	0	3
3421716	13	2	8	11	13	1	7	2	3	13	12	2	2	1
3421722	13	4	8	15	15	2	9	6	2	15	16	0	2	2
3421724	12	6	6	17	14	0	27	3	5	14	17	0	2	2
3421727	16	8	4	11	11	1	14	2	4	11	11	2	2	1
3421728	17	1	7	15	7	2	13	3	3	6	15	0	0	3
3421729	14	1	9	6	8	2	6	4	6	8	6	0	3	1
3421730	12	2	4	11	11	1	6	4	5	10	11	1	1	4
3421731	6	6	2	6	14	1	14	1	10	13	6	0	2	0
3421732	16	1	2	9	10	0	5	3	3	10	10	0	0	1
3421723	12	1	9	9	13	1	6	4	3	13	9	0	3	5
3421742	15	2	7	4	13	0	11	3	6	12	4	2	0	4
3421726	13	2	4	7	9	4	9	3	5	8	7	2	2	0
3421725	5	2	6	7	14	2	9	3	2	14	7	1	2	0
3421740	3	7	2	6	14	0	16	1	5	13	6	2	0	0
3421734	5	6	3	14	10	1	14	0	4	10	15	4	1	0
3421739	11	3	5	10	9	1	15	2	4	8	10	0	2	4
3421738	8	1	6	12	12	4	7	3	3	11	12	0	3	3
3421737	9	2	1	14	13	1	4	4	2	13	14	0	0	1
3421733	19	0	11	17	12	2	9	7	1	11	17	2	1	2
3421741	9	1	4	11	14	0	6	2	5	13	13	4	2	1
3421735	13	1	5	10	13	1	10	2	2	12	11	4	3	2
3421744	19	1	5	3	11	1	4	3	3	10	5	1	1	0
3421736	11	4	10	5	9	2	10	3	3	9	5	0	1	1
3421750	15	2	7	10	12	4	4	5	3	11	11	1	1	2
3421747	7	2	5	19	12	3	13	0	2	12	19	1	4	2
3421751	12	4	9	12	17	1	19	2	6	14	12	1	1	0
3421752	16	3	9	9	10	3	13	6	5	9	9	2	0	2
3421745	20	2	6	14	5	1	6	6	7	5	14	1	0	2
3421748	10	2	6	7	12	0	7	2	3	11	8	1	2	3
3421746	10	2	3	15	9	1	9	3	6	8	16	1	0	2
3421743	13	3	3	13	11	1	15	2	8	11	13	1	0	0
3421761	4	5	0	16	13	1	22	0	10	13	19	2	2	2
3421759	8	2	7	12	11	2	14	1	4	10	12	2	2	0
3421749	7	2	1	9	19	2	10	1	2	18	11	5	3	1
3421753	15	1	12	18	5	2	7	3	3	5	18	0	2	2
3421755	14	4	2	8	14	2	9	4	5	13	10	3	2	0
3421760	9	2	2	6	7	4	15	5	6	7	6	2	0	0
3421756	25	2	5	8	9	0	9	4	3	9	8	2	3	2
3421757	24	4	10	6	15	2	11	9	3	15	6	1	0	2
3421758	17	2	8	16	12	1	7	6	2	12	17	1	1	1
3421754	10	5	4	8	13	2	15	3	7	13	9	2	2	0
3421766	12	5	7	10	9	0	14	3	3	9	10	0	2	2
3421769	19	1	6	4	12	2	9	1	4	12	4	2	0	0
3421762	20	1	7	14	14	2	7	8	4	14	14	1	2	0
3421771	17	6	14	8	10	2	22	5	9	9	9	2	2	3
3421764	11	1	4	13	9	2	6	2	3	8	13	2	2	1
3421767	15	5	4	14	8	2	23	8	2	8	14	6	1	2
3421765	13	1	3	9	20	3	5	3	3	19	9	1	4	2
3421763	13	3	8	12	13	2	11	1	4	12	13	0	3	4
3421770	10	3	5	12	12	0	15	3	9	11	12	0	1	0
3421768	16	3	6	20	9	0	10	2	5	9	21	0	0	2
3421772	6	5	3	6	20	1	16	0	7	18	7	3	1	1
3421778	16	1	9	5	7	1	6	4	3	7	6	1	0	0
3421775	8	5	8	9	6	0	13	2	4	6	9	3	0	0
3421776	23	2	8	9	12	1	8	7	4	12	9	4	0	2
3421781	9	2	4	16	10	2	18	3	6	10	16	3	4	2
3421782	19	3	5	9	9	4	15	5	4	9	10	3	0	0
3421779	4	2	6	6	13	4	13	0	5	13	6	4	1	3
3421780	6	2	3	12	16	0	11	1	9	15	12	0	1	2
3421774	12	1	4	11	12	2	10	3	3	12	12	3	3	3
3421777	11	3	4	13	8	1	9	3	6	8	14	3	1	1
3421773	14	1	4	18	9	1	7	3	4	9	18	2	0	3
3421787	13	6	5	9	12	2	19	6	6	12	10	0	1	2
3421789	11	2	4	6	13	2	9	2	3	12	6	2	1	1
3421792	16	1	5	14	23	0	13	7	8	21	15	2	3	6
3421790	12	2	4	12	9	3	13	4	3	9	12	2	2	3
3421785	9	3	6	11	10	4	10	3	6	9	11	1	2	3
3421783	18	2	13	10	5	3	10	6	4	5	11	3	4	1
3421784	16	5	4	10	15	4	14	4	7	14	11	0	1	1
3421788	15	4	9	11	9	4	12	3	5	8	11	1	2	1
3421791	16	0	8	13	8	3	3	3	4	8	14	0	0	1
3421786	10	5	6	4	9	2	12	4	8	7	5	2	3	1
3421802	26	1	13	8	5	3	5	6	2	5	8	2	2	3
3421795	9	4	1	10	15	1	9	4	8	14	11	2	1	0
3421797	14	4	4	9	12	2	11	2	6	12	9	2	2	3
3421799	9	1	5	12	8	0	8	1	3	8	12	0	0	2
3421800	12	2	5	11	12	1	13	2	6	12	12	0	2	2
3421796	25	2	7	12	10	4	10	5	4	10	13	2	3	1
3421793	9	2	2	13	13	1	13	4	7	11	13	1	2	3
3421801	17	1	7	8	8	2	8	9	4	7	9	0	0	2
3421794	27	4	10	18	17	1	6	6	1	16	19	2	1	1
3421798	12	4	6	6	17	2	14	4	3	17	8	4	3	2
3421806	5	0	5	11	5	7	14	3	4	5	11	0	1	0
3421810	9	4	6	10	9	3	11	3	6	8	11	2	2	2
3421803	21	2	14	11	9	1	5	3	2	9	11	2	1	7
3421807	9	1	4	9	9	1	13	1	3	9	9	0	1	3
3421809	12	4	2	16	7	1	11	4	9	7	17	0	1	5
3421811	8	3	5	14	15	2	17	3	3	15	14	4	2	2
3421808	26	1	11	6	6	2	17	8	13	5	6	4	1	0
3421812	1	7	1	7	14	1	19	1	7	14	8	4	3	2
3421805	11	0	5	6	11	0	6	4	4	11	6	4	0	0
3421804	10	2	1	15	11	1	15	2	7	11	15	2	2	1
3421817	10	2	5	16	10	1	9	1	0	10	17	4	2	1
3421814	21	6	4	17	18	1	13	7	4	17	17	2	1	4
3421815	10	2	6	11	15	1	3	1	3	13	12	4	2	0
3421819	11	2	7	12	5	1	7	4	3	5	12	3	2	2
3421816	11	6	4	14	8	3	14	3	12	8	14	2	0	3
3421820	10	2	5	10	11	0	7	1	3	11	10	2	2	4
3421813	15	2	7	10	13	1	19	4	9	13	10	0	2	1
3421826	4	2	2	7	10	3	17	0	5	9	7	2	0	1
3421818	17	2	7	4	8	1	5	1	3	8	5	5	0	1
3421822	11	2	9	13	20	2	6	5	2	20	13	0	4	1
3421821	11	2	5	8	6	2	13	2	4	5	8	1	0	0
3421825	16	1	11	3	16	1	10	4	4	16	3	1	3	1
3421823	13	2	5	4	11	0	11	2	4	11	4	0	2	0
3421824	5	2	3	17	13	2	7	2	5	12	17	2	1	2
3421832	4	2	3	10	7	1	14	1	10	6	10	1	0	1
3421830	8	3	4	14	16	3	9	3	3	16	15	2	3	1
3421828	11	5	2	7	11	4	9	2	2	11	7	2	1	1
3421829	8	4	5	13	9	2	11	2	12	9	13	4	2	3
3421831	15	3	6	14	13	2	15	5	5	13	15	2	1	2
3421838	19	4	5	9	22	1	15	7	10	22	10	1	4	0
3421827	3	4	0	8	8	0	16	1	10	8	8	0	2	1
3421837	10	4	5	6	9	2	11	2	4	9	7	0	2	0
3421841	20	5	3	13	15	0	18	4	5	15	13	1	3	1
3421836	9	2	3	16	8	0	7	2	6	8	18	3	1	3
3421833	13	2	5	7	13	1	11	1	7	13	8	0	2	1
3421839	7	1	3	11	10	3	9	1	6	10	11	3	0	2
3421842	7	8	3	4	7	3	21	3	5	7	4	2	1	2
3421835	9	3	5	9	11	2	18	1	3	11	10	0	3	1
3421834	8	2	5	13	7	6	8	2	5	7	13	0	1	1
3421848	17	3	5	11	13	2	7	3	2	13	12	2	2	4
3421852	16	1	8	11	4	2	5	5	4	4	12	2	0	2
3421840	7	1	1	12	5	6	17	1	10	3	12	1	1	3
3421850	13	1	6	9	6	0	5	2	5	6	11	1	2	2
3421843	11	2	7	11	10	1	12	4	3	10	11	1	1	1
3421849	14	2	3	9	10	2	6	4	1	9	10	0	0	1
3421847	8	5	6	16	7	1	9	4	3	7	16	3	1	3
3421846	11	5	2	12	11	1	13	4	4	11	13	2	1	2
3421845	12	3	2	10	6	1	15	4	8	6	10	2	3	1
3421851	27	3	12	7	11	1	6	6	0	10	8	6	2	1
3421856	7	1	5	9	8	3	7	2	2	8	9	0	1	1
3421862	23	2	11	14	10	0	12	4	0	8	14	2	2	1
3421844	8	1	5	13	18	1	9	1	8	18	13	1	3	2
3421861	15	2	7	9	12	5	10	2	4	11	9	1	2	1
3421855	10	5	1	10	11	1	21	2	12	11	10	3	4	3
3421858	17	4	7	6	15	1	8	3	3	15	6	8	2	1
3421860	15	2	5	4	13	4	14	4	7	13	4	1	4	0
3421859	13	0	11	6	9	0	2	2	1	8	8	0	0	0
3421853	20	1	7	8	9	4	4	3	2	9	8	1	0	0
3421857	16	3	2	10	10	5	8	2	5	9	11	1	2	2
3429690	22	1	9	12	10	1	9	4	4	9	15	0	1	3
3429689	6	5	3	8	9	0	17	1	4	9	8	2	0	0
3429687	4	2	3	7	8	0	18	1	8	8	8	1	2	0
3421854	13	5	9	12	9	0	15	2	1	8	12	1	2	1
3429691	13	1	4	6	11	2	9	4	5	11	6	2	1	2
3429688	14	0	12	7	14	2	4	5	1	14	7	0	1	1
3429683	16	2	10	14	10	3	10	5	0	10	14	0	2	1
3429684	10	8	2	6	16	3	18	2	4	16	7	2	1	0
3429685	8	4	5	10	12	2	18	1	11	12	10	1	1	1
3429697	11	1	7	5	13	4	13	3	12	13	6	0	3	4
3429692	3	4	1	10	9	2	14	1	2	7	11	2	1	2
3429686	16	1	7	12	10	0	5	3	2	10	12	5	1	1
3429696	11	4	1	10	7	1	6	1	6	6	10	1	1	2
3429701	5	5	2	9	9	1	12	1	3	9	10	1	1	0
3429699	10	1	10	10	7	0	4	4	0	7	10	1	0	3
3429693	17	3	4	16	9	0	14	3	7	9	16	2	1	3
3429698	18	3	5	16	17	2	8	7	4	17	16	2	0	3
3429702	8	2	6	4	7	2	14	1	4	6	8	1	2	0
3429700	20	3	7	10	12	4	8	4	1	11	11	5	1	0
3429709	11	2	9	7	11	1	9	5	6	10	8	3	3	6
3429708	14	3	9	9	11	0	8	4	2	11	9	3	2	1
3429694	16	4	9	11	11	1	8	2	2	11	11	1	2	1
3429695	19	0	4	9	7	2	1	7	2	7	9	2	0	1
3429711	21	1	9	9	14	1	6	4	1	13	11	2	1	3
3429704	2	4	1	5	8	3	13	0	3	8	5	2	2	1
3429707	24	1	5	6	11	3	3	6	3	10	6	2	2	7
3429705	8	3	5	10	17	1	9	1	2	16	10	3	3	1
3429706	16	4	7	12	12	0	10	6	1	12	12	1	2	3
3429703	9	6	7	16	11	1	20	1	3	10	16	1	1	1
3429710	11	3	5	6	12	0	13	1	3	12	6	3	1	0
3429713	12	3	3	11	12	1	14	7	7	11	12	0	3	2
3429718	14	0	5	9	14	0	6	2	1	14	11	3	2	1
3429715	20	1	7	10	11	1	8	3	3	10	10	4	1	4
3429712	7	1	2	14	20	0	18	2	7	20	14	3	2	3
3429721	13	1	8	12	16	1	4	4	0	16	12	4	1	2
3429717	8	1	6	8	13	1	8	2	1	13	8	2	2	1
3429722	13	3	8	14	11	0	13	1	2	10	15	1	1	3
3429716	17	3	5	7	7	1	8	5	3	7	8	1	0	2
3429726	13	1	7	14	15	3	16	3	4	15	14	1	0	0
3429728	11	3	2	6	7	2	15	3	12	6	6	1	1	2
3429720	8	0	1	8	8	2	9	3	8	8	8	2	1	0
3429729	15	3	4	13	12	1	7	3	2	12	13	0	1	3
3429724	26	1	9	12	16	0	4	9	2	14	12	3	2	3
3429730	7	2	4	9	10	6	10	2	6	8	9	1	2	2
3429731	7	5	4	10	13	2	10	2	5	12	10	3	5	0
3429723	13	3	4	15	8	2	9	1	5	8	17	0	0	2
3429727	7	1	5	16	7	3	12	2	4	7	16	2	1	1
3429732	13	5	7	12	11	1	8	6	7	11	12	1	0	2
3429740	4	2	3	10	10	0	9	0	6	9	10	4	1	1
3429725	18	4	10	12	9	0	10	3	5	8	13	2	0	0
3429742	15	7	7	7	13	1	18	5	9	11	8	1	1	0
3429737	15	2	6	14	11	1	4	4	4	10	14	3	1	2
3429735	25	0	13	6	11	3	3	4	0	10	6	1	2	0
3429741	4	3	5	7	14	1	20	2	7	11	7	0	4	3
3429739	15	5	6	11	9	2	10	4	4	9	11	1	1	2
3429733	7	2	1	8	11	1	15	1	3	11	9	3	2	2
3429734	11	5	7	12	11	4	16	1	8	10	12	1	2	1
3429752	6	6	7	11	11	1	15	1	4	8	12	0	0	0
3429749	19	3	3	13	11	2	14	5	5	10	13	0	2	0
3429748	10	2	4	10	8	2	9	1	2	6	11	1	1	1
3429746	13	3	7	13	14	0	9	3	5	13	14	0	3	2
3429744	3	4	1	14	10	1	16	1	3	10	14	0	1	1
3429745	7	1	4	9	13	4	9	0	10	13	9	0	0	2
3429750	8	7	4	9	9	3	16	3	3	9	9	1	0	0
3429743	18	4	3	12	11	1	11	6	4	11	12	3	1	2
3429761	13	5	9	10	11	1	9	3	7	11	10	1	0	0
3429759	8	5	7	11	17	2	15	2	3	17	11	2	4	3
3429754	7	2	6	7	14	4	8	1	6	10	8	1	0	1
3429753	9	2	5	13	13	3	10	1	3	12	13	0	1	0
3429756	19	1	7	12	11	1	7	8	3	10	12	0	0	3
3429758	23	4	6	10	9	0	8	6	2	9	12	1	0	3
3429755	9	1	2	10	5	2	15	4	3	4	12	2	1	1
3429762	16	2	6	9	9	1	17	3	6	9	9	1	1	1
3429757	16	2	9	6	10	3	10	3	4	10	8	1	2	3
3429760	12	0	1	16	8	1	5	1	5	8	17	4	2	3
3429770	12	6	2	9	10	0	15	3	2	9	10	4	2	3
3429767	7	8	8	6	16	5	15	4	5	16	6	3	3	0
3429764	6	1	3	14	16	1	12	3	2	15	15	1	3	1
3429765	14	3	7	6	9	2	14	3	4	8	6	1	0	4
3429769	15	0	6	2	12	0	7	4	2	12	2	2	4	0
3429766	3	4	4	12	14	1	8	0	2	13	13	3	0	0
3429772	10	3	3	10	17	2	12	5	2	16	10	1	2	1
3429771	9	4	4	10	11	1	8	3	5	11	10	1	0	0
3429768	19	0	9	9	10	2	1	5	1	10	9	0	0	2
3429763	13	2	6	13	12	0	6	1	3	12	14	1	0	3
3429778	22	0	10	5	9	3	6	7	2	8	5	1	0	1
3429774	12	3	5	11	6	3	15	6	8	5	12	3	0	2
3429779	9	4	2	6	13	1	16	1	7	13	6	1	3	0
3429775	8	1	4	13	4	1	11	2	6	4	13	2	1	0
3429777	7	3	5	8	9	1	11	1	2	9	8	4	0	0
3429776	13	2	13	12	13	1	13	5	7	13	12	4	2	2
3429782	15	5	3	8	18	1	16	2	5	15	8	0	3	1
3429773	11	1	3	5	12	2	3	3	1	12	5	1	0	1
